nbMots,sumLongueurMot,sumB10,frequence0,frequence1,nbPrefixeSelf,isCode
7,28,147,0.4642857142857143,0.5357142857142857,4,0
1,5,23,0.2,0.8,0,1
8,39,200,0.5897435897435898,0.41025641025641024,2,0
2,4,8,0.0,1.0,1,0
6,25,54,0.6,0.4,4,0
8,35,227,0.42857142857142855,0.5714285714285714,5,0
6,24,102,0.4166666666666667,0.5833333333333334,5,0
8,32,181,0.59375,0.40625,11,0
7,24,72,0.4583333333333333,0.5416666666666666,7,0
7,26,242,0.5769230769230769,0.4230769230769231,7,0
4,22,183,0.4090909090909091,0.5909090909090909,0,1
9,37,280,0.40540540540540543,0.5945945945945946,10,0
8,21,91,0.38095238095238093,0.6190476190476191,20,0
8,29,119,0.4827586206896552,0.5172413793103449,8,0
9,43,384,0.3953488372093023,0.6046511627906976,5,0
7,30,159,0.43333333333333335,0.5666666666666667,6,0
6,27,82,0.5555555555555556,0.4444444444444444,1,0
5,21,58,0.38095238095238093,0.6190476190476191,1,1
5,23,108,0.5652173913043478,0.43478260869565216,2,0
5,27,100,0.5185185185185185,0.48148148148148145,0,1
5,21,34,0.42857142857142855,0.5714285714285714,0,1
4,15,45,0.4,0.6,1,1
5,7,2,0.7142857142857143,0.2857142857142857,9,0
6,25,149,0.48,0.52,6,0
1,6,6,0.6666666666666666,0.3333333333333333,0,1
2,7,7,0.5714285714285714,0.42857142857142855,0,1
5,21,83,0.42857142857142855,0.5714285714285714,2,1
9,35,209,0.4857142857142857,0.5142857142857142,14,0
8,43,231,0.3488372093023256,0.6511627906976745,2,0
10,39,183,0.46153846153846156,0.5384615384615384,10,0
9,39,90,0.5384615384615384,0.46153846153846156,4,0
3,5,3,0.6,0.4,1,0
2,12,50,0.75,0.25,0,1
8,36,214,0.4444444444444444,0.5555555555555556,8,0
4,14,40,0.2857142857142857,0.7142857142857143,0,1
2,13,41,0.6153846153846154,0.38461538461538464,0,1
3,6,2,0.8333333333333334,0.16666666666666666,2,0
6,16,36,0.4375,0.5625,6,0
6,23,88,0.34782608695652173,0.6521739130434783,4,0
9,40,135,0.575,0.425,4,0
2,8,91,0.375,0.625,1,1
10,36,194,0.6111111111111112,0.3888888888888889,17,0
8,35,190,0.4857142857142857,0.5142857142857142,5,0
2,6,2,0.8333333333333334,0.16666666666666666,1,1
9,30,178,0.4,0.6,20,0
6,25,98,0.56,0.44,2,0
9,47,179,0.574468085106383,0.425531914893617,4,0
5,26,64,0.5769230769230769,0.4230769230769231,0,1
8,35,138,0.5428571428571428,0.45714285714285713,6,0
6,22,44,0.6818181818181818,0.3181818181818182,6,0
2,4,6,0.0,1.0,2,1
8,32,98,0.5,0.5,11,0
9,36,284,0.4444444444444444,0.5555555555555556,9,0
5,27,114,0.5555555555555556,0.4444444444444444,0,1
1,5,24,0.6,0.4,0,1
7,33,213,0.48484848484848486,0.5151515151515151,2,1
5,25,114,0.52,0.48,0,1
5,21,52,0.5714285714285714,0.42857142857142855,1,0
3,9,18,0.3333333333333333,0.6666666666666666,0,1
6,22,60,0.5454545454545454,0.45454545454545453,6,0
7,35,225,0.45714285714285713,0.5428571428571428,4,1
5,19,102,0.5263157894736842,0.47368421052631576,3,0
8,29,142,0.5862068965517241,0.41379310344827586,11,0
6,22,108,0.4090909090909091,0.5909090909090909,5,0
9,45,194,0.5555555555555556,0.4444444444444444,6,0
5,19,68,0.42105263157894735,0.5789473684210527,2,0
9,25,60,0.56,0.44,18,0
4,17,72,0.4117647058823529,0.5882352941176471,2,1
7,29,113,0.4827586206896552,0.5172413793103449,6,0
4,18,25,0.6111111111111112,0.3888888888888889,0,1
3,18,51,0.7222222222222222,0.2777777777777778,0,1
10,34,133,0.5882352941176471,0.4117647058823529,14,0
1,4,6,0.5,0.5,0,1
3,9,20,0.7777777777777778,0.2222222222222222,1,0
3,12,37,0.25,0.75,0,1
5,26,69,0.6923076923076923,0.3076923076923077,1,1
7,27,122,0.37037037037037035,0.6296296296296297,5,0
4,12,89,0.4166666666666667,0.5833333333333334,1,0
4,17,55,0.47058823529411764,0.5294117647058824,1,1
6,21,146,0.47619047619047616,0.5238095238095238,4,0
10,26,53,0.6538461538461539,0.34615384615384615,31,0
4,19,124,0.5263157894736842,0.47368421052631576,0,1
8,36,109,0.5833333333333334,0.4166666666666667,9,0
4,20,68,0.6,0.4,0,1
6,23,65,0.4782608695652174,0.5217391304347826,3,0
7,23,53,0.5217391304347826,0.4782608695652174,9,0
6,32,231,0.40625,0.59375,3,0
2,6,1,0.8333333333333334,0.16666666666666666,0,1
3,13,13,0.6923076923076923,0.3076923076923077,0,1
6,16,60,0.5625,0.4375,5,0
9,45,187,0.5555555555555556,0.4444444444444444,3,1
5,29,185,0.4827586206896552,0.5172413793103449,0,1
8,33,113,0.6666666666666666,0.3333333333333333,11,0
3,9,3,0.7777777777777778,0.2222222222222222,0,1
10,41,294,0.6097560975609756,0.3902439024390244,18,0
10,35,110,0.42857142857142855,0.5714285714285714,12,0
6,29,106,0.3793103448275862,0.6206896551724138,1,0
10,36,201,0.5277777777777778,0.4722222222222222,13,0
4,17,109,0.35294117647058826,0.6470588235294118,1,0
1,2,1,0.5,0.5,0,1
2,9,48,0.3333333333333333,0.6666666666666666,0,1
8,33,135,0.5151515151515151,0.48484848484848486,10,0
2,7,27,0.42857142857142855,0.5714285714285714,0,1
1,6,18,0.6666666666666666,0.3333333333333333,0,1
8,28,178,0.6071428571428571,0.39285714285714285,11,0
2,7,24,0.2857142857142857,0.7142857142857143,0,1
9,32,66,0.5,0.5,5,0
10,35,145,0.4857142857142857,0.5142857142857142,11,0
6,17,40,0.5882352941176471,0.4117647058823529,5,0
4,14,48,0.07142857142857142,0.9285714285714286,4,0
4,15,111,0.5333333333333333,0.4666666666666667,1,0
3,10,16,0.5,0.5,1,1
6,19,48,0.3157894736842105,0.6842105263157895,6,0
5,13,42,0.6923076923076923,0.3076923076923077,5,0
1,5,17,0.6,0.4,0,1
1,6,1,0.8333333333333334,0.16666666666666666,0,1
4,19,71,0.47368421052631576,0.5263157894736842,1,1
8,29,125,0.4827586206896552,0.5172413793103449,10,0
9,43,227,0.6744186046511628,0.32558139534883723,8,0
5,17,39,0.47058823529411764,0.5294117647058824,2,0
10,49,266,0.5102040816326531,0.4897959183673469,5,0
6,26,75,0.38461538461538464,0.6153846153846154,2,0
8,29,23,0.6551724137931034,0.3448275862068966,12,0
6,25,98,0.32,0.68,4,0
10,39,294,0.41025641025641024,0.5897435897435898,12,0
9,38,195,0.5,0.5,10,0
4,16,105,0.5,0.5,2,0
10,37,128,0.5135135135135135,0.4864864864864865,8,0
10,47,169,0.5531914893617021,0.44680851063829785,6,0
3,9,31,0.2222222222222222,0.7777777777777778,1,0
5,15,73,0.4666666666666667,0.5333333333333333,4,1
6,29,172,0.5172413793103449,0.4827586206896552,2,1
5,20,97,0.35,0.65,2,1
8,28,165,0.4642857142857143,0.5357142857142857,12,0
6,22,12,0.7727272727272727,0.22727272727272727,10,0
3,4,1,0.75,0.25,4,1
8,29,36,0.5862068965517241,0.41379310344827586,9,0
5,20,120,0.4,0.6,1,0
9,37,369,0.40540540540540543,0.5945945945945946,11,0
9,41,239,0.4878048780487805,0.5121951219512195,7,0
5,21,29,0.5238095238095238,0.47619047619047616,3,1
5,16,49,0.5625,0.4375,2,0
6,20,29,0.55,0.45,2,1
5,24,116,0.625,0.375,3,0
6,25,143,0.52,0.48,3,0
2,5,11,0.4,0.6,1,1
7,35,193,0.45714285714285713,0.5428571428571428,4,0
3,15,229,0.4666666666666667,0.5333333333333333,0,1
2,11,61,0.5454545454545454,0.45454545454545453,0,1
7,30,93,0.4666666666666667,0.5333333333333333,4,1
5,34,304,0.47058823529411764,0.5294117647058824,0,1
7,28,140,0.35714285714285715,0.6428571428571429,5,0
8,31,190,0.4838709677419355,0.5161290322580645,6,0
1,1,0,1.0,0.0,0,1
8,26,97,0.5769230769230769,0.4230769230769231,6,0
5,23,152,0.5217391304347826,0.4782608695652174,1,1
6,23,139,0.5217391304347826,0.4782608695652174,4,0
9,30,213,0.36666666666666664,0.6333333333333333,14,0
5,20,67,0.5,0.5,1,1
2,2,1,0.5,0.5,0,1
8,40,206,0.425,0.575,4,0
5,30,215,0.5,0.5,0,1
3,15,125,0.5333333333333333,0.4666666666666667,0,1
4,18,76,0.5555555555555556,0.4444444444444444,2,1
8,23,77,0.5217391304347826,0.4782608695652174,7,0
7,31,75,0.6129032258064516,0.3870967741935484,4,0
8,35,136,0.5428571428571428,0.45714285714285713,3,0
7,38,111,0.5789473684210527,0.42105263157894735,2,0
7,33,221,0.48484848484848486,0.5151515151515151,3,0
6,23,83,0.43478260869565216,0.5652173913043478,4,0
2,8,113,0.5,0.5,0,1
8,33,99,0.696969696969697,0.30303030303030304,8,0
3,10,9,0.6,0.4,1,1
3,6,4,0.5,0.5,0,1
10,35,168,0.37142857142857144,0.6285714285714286,14,0
3,19,106,0.47368421052631576,0.5263157894736842,0,1
6,27,249,0.4074074074074074,0.5925925925925926,3,0
5,23,67,0.5217391304347826,0.4782608695652174,1,1
7,20,63,0.45,0.55,8,0
1,1,1,0.0,1.0,0,1
1,4,13,0.25,0.75,0,1
3,14,50,0.42857142857142855,0.5714285714285714,1,0
6,28,70,0.5,0.5,3,1
10,43,231,0.4186046511627907,0.5813953488372093,9,0
8,32,126,0.5,0.5,4,0
10,39,144,0.358974358974359,0.6410256410256411,11,0
2,9,35,0.6666666666666666,0.3333333333333333,0,1
9,33,152,0.36363636363636365,0.6363636363636364,14,0
9,35,137,0.5142857142857142,0.4857142857142857,8,0
7,30,181,0.6666666666666666,0.3333333333333333,4,0
8,28,47,0.6071428571428571,0.39285714285714285,4,0
8,29,59,0.6206896551724138,0.3793103448275862,12,0
9,42,261,0.5238095238095238,0.47619047619047616,4,0
8,25,81,0.64,0.36,8,0
2,11,82,0.36363636363636365,0.6363636363636364,0,1
7,31,77,0.5161290322580645,0.4838709677419355,8,0
2,5,3,0.6,0.4,1,1
4,20,133,0.55,0.45,1,1
9,34,165,0.35294117647058826,0.6470588235294118,8,0
10,46,250,0.5652173913043478,0.43478260869565216,9,0
3,12,123,0.16666666666666666,0.8333333333333334,2,0
4,19,57,0.5263157894736842,0.47368421052631576,0,1
3,11,15,0.6363636363636364,0.36363636363636365,0,1
5,22,65,0.5,0.5,2,1
1,1,0,1.0,0.0,0,1
9,38,110,0.5263157894736842,0.47368421052631576,7,0
7,26,47,0.46153846153846156,0.5384615384615384,5,0
4,18,102,0.6111111111111112,0.3888888888888889,0,1
3,21,208,0.47619047619047616,0.5238095238095238,0,1
7,29,103,0.5517241379310345,0.4482758620689655,2,0
5,22,114,0.4090909090909091,0.5909090909090909,1,1
3,5,4,0.4,0.6,1,0
8,35,221,0.6,0.4,3,0
7,24,221,0.375,0.625,7,0
7,30,198,0.4,0.6,4,0
7,23,74,0.5652173913043478,0.43478260869565216,8,0
5,19,69,0.47368421052631576,0.5263157894736842,1,1
4,16,120,0.5625,0.4375,1,1
1,5,15,0.2,0.8,0,1
3,16,54,0.5,0.5,0,1
5,23,54,0.5652173913043478,0.43478260869565216,3,1
7,28,90,0.35714285714285715,0.6428571428571429,2,1
9,36,82,0.4722222222222222,0.5277777777777778,5,0
7,16,20,0.5,0.5,11,0
3,11,26,0.36363636363636365,0.6363636363636364,0,1
6,17,13,0.5294117647058824,0.47058823529411764,6,0
9,44,178,0.7272727272727273,0.2727272727272727,8,0
10,34,140,0.4411764705882353,0.5588235294117647,15,0
6,19,94,0.3684210526315789,0.631578947368421,6,0
5,18,96,0.2777777777777778,0.7222222222222222,4,0
8,28,131,0.5714285714285714,0.42857142857142855,10,0
7,25,123,0.4,0.6,6,0
8,36,175,0.4722222222222222,0.5277777777777778,5,0
4,15,47,0.3333333333333333,0.6666666666666666,1,0
5,19,33,0.6842105263157895,0.3157894736842105,2,0
7,29,134,0.4482758620689655,0.5517241379310345,8,0
6,20,113,0.5,0.5,3,0
9,39,56,0.6153846153846154,0.38461538461538464,4,0
9,40,90,0.55,0.45,8,0
4,18,80,0.5,0.5,2,1
9,32,64,0.59375,0.40625,11,0
8,26,90,0.38461538461538464,0.6153846153846154,10,0
3,12,49,0.5,0.5,0,1
1,1,1,0.0,1.0,0,1
6,29,123,0.5172413793103449,0.4827586206896552,2,1
10,44,147,0.5,0.5,10,0
3,11,35,0.6363636363636364,0.36363636363636365,1,1
4,14,24,0.7142857142857143,0.2857142857142857,2,0
2,3,3,0.3333333333333333,0.6666666666666666,1,1
5,25,81,0.52,0.48,4,1
5,22,73,0.5909090909090909,0.4090909090909091,0,1
5,16,76,0.75,0.25,6,0
6,32,206,0.5,0.5,1,1
7,21,27,0.5238095238095238,0.47619047619047616,8,0
4,15,109,0.4,0.6,4,0
6,21,46,0.5714285714285714,0.42857142857142855,5,0
9,40,189,0.5,0.5,7,0
6,15,15,0.6666666666666666,0.3333333333333333,6,0
3,8,5,0.625,0.375,0,1
9,32,96,0.375,0.625,14,0
4,15,32,0.4,0.6,1,1
3,12,45,0.5833333333333334,0.4166666666666667,0,1
5,13,10,0.6153846153846154,0.38461538461538464,4,0
1,3,1,0.6666666666666666,0.3333333333333333,0,1
5,22,122,0.3181818181818182,0.6818181818181818,6,1
1,3,4,0.6666666666666666,0.3333333333333333,0,1
8,32,160,0.5,0.5,6,0
1,1,0,1.0,0.0,0,1
6,21,69,0.7142857142857143,0.2857142857142857,3,0
10,46,168,0.5,0.5,8,0
7,37,142,0.6216216216216216,0.3783783783783784,4,0
7,38,285,0.5,0.5,2,1
8,37,160,0.5675675675675675,0.43243243243243246,4,0
4,19,94,0.6842105263157895,0.3157894736842105,2,1
9,32,217,0.5,0.5,15,0
5,18,36,0.5555555555555556,0.4444444444444444,5,0
6,17,32,0.4117647058823529,0.5882352941176471,5,0
7,22,26,0.6818181818181818,0.3181818181818182,6,0
5,20,116,0.5,0.5,3,0
9,35,125,0.45714285714285713,0.5428571428571428,6,0
7,21,72,0.47619047619047616,0.5238095238095238,9,0
6,20,81,0.45,0.55,5,0
4,20,113,0.55,0.45,0,1
1,5,2,0.8,0.2,0,1
9,34,65,0.47058823529411764,0.5294117647058824,5,0
3,8,7,0.625,0.375,0,1
6,23,72,0.5217391304347826,0.4782608695652174,1,0
6,20,25,0.5,0.5,2,0
8,26,38,0.5,0.5,9,0
3,20,111,0.6,0.4,0,1
3,8,4,0.625,0.375,0,1
7,25,98,0.36,0.64,6,0
6,24,94,0.4583333333333333,0.5416666666666666,3,0
1,5,5,0.6,0.4,0,1
4,20,138,0.6,0.4,1,1
5,17,115,0.4117647058823529,0.5882352941176471,4,0
4,12,12,0.5833333333333334,0.4166666666666667,2,0
5,15,48,0.3333333333333333,0.6666666666666666,2,0
6,29,154,0.6206896551724138,0.3793103448275862,0,1
4,18,33,0.6666666666666666,0.3333333333333333,1,1
6,20,7,0.8,0.2,10,0
7,22,26,0.5909090909090909,0.4090909090909091,6,0
5,15,37,0.6,0.4,4,0
5,23,58,0.5652173913043478,0.43478260869565216,0,1
2,5,0,1.0,0.0,1,0
5,16,36,0.5625,0.4375,6,1
3,11,13,0.7272727272727273,0.2727272727272727,1,1
3,15,104,0.6,0.4,0,1
3,9,14,0.4444444444444444,0.5555555555555556,2,1
9,36,198,0.4722222222222222,0.5277777777777778,11,0
6,26,100,0.4230769230769231,0.5769230769230769,2,0
2,8,25,0.375,0.625,0,1
8,35,227,0.37142857142857144,0.6285714285714286,6,0
3,14,25,0.5,0.5,1,1
9,46,203,0.391304347826087,0.6086956521739131,2,0
5,18,87,0.6111111111111112,0.3888888888888889,2,0
9,45,215,0.5555555555555556,0.4444444444444444,4,0
1,3,4,0.6666666666666666,0.3333333333333333,0,1
8,35,125,0.5714285714285714,0.42857142857142855,11,0
8,26,154,0.3076923076923077,0.6923076923076923,10,0
5,18,24,0.5,0.5,1,0
1,4,15,0.0,1.0,0,1
1,5,4,0.8,0.2,0,1
3,10,46,0.5,0.5,1,1
7,25,253,0.2,0.8,6,0
10,40,217,0.45,0.55,7,0
5,18,49,0.3333333333333333,0.6666666666666666,1,0
8,41,168,0.6097560975609756,0.3902439024390244,3,1
3,10,7,0.7,0.3,1,1
8,34,97,0.6176470588235294,0.38235294117647056,5,0
1,4,2,0.75,0.25,0,1
9,32,139,0.59375,0.40625,10,0
3,9,9,0.5555555555555556,0.4444444444444444,0,1
5,18,154,0.2777777777777778,0.7222222222222222,3,0
9,37,201,0.40540540540540543,0.5945945945945946,12,0
4,14,42,0.5,0.5,3,1
2,3,3,0.3333333333333333,0.6666666666666666,0,1
10,43,266,0.6046511627906976,0.3953488372093023,14,0
9,43,330,0.4186046511627907,0.5813953488372093,7,0
10,36,162,0.3333333333333333,0.6666666666666666,15,0
4,19,105,0.5789473684210527,0.42105263157894735,3,1
8,33,128,0.5151515151515151,0.48484848484848486,6,0
8,26,73,0.5384615384615384,0.46153846153846156,6,0
3,20,113,0.6,0.4,0,1
9,40,292,0.55,0.45,7,0
8,30,103,0.36666666666666664,0.6333333333333333,8,0
10,36,76,0.6388888888888888,0.3611111111111111,12,0
8,38,137,0.5,0.5,2,1
7,36,209,0.5833333333333334,0.4166666666666667,2,0
8,30,153,0.5666666666666667,0.43333333333333335,7,0
6,19,39,0.5263157894736842,0.47368421052631576,4,0
10,40,93,0.5,0.5,11,0
7,40,315,0.525,0.475,2,1
2,8,16,0.875,0.125,0,1
4,15,125,0.4666666666666667,0.5333333333333333,2,1
2,2,0,1.0,0.0,2,1
1,5,17,0.6,0.4,0,1
10,43,197,0.5581395348837209,0.4418604651162791,7,0
7,28,67,0.75,0.25,4,0
5,15,39,0.7333333333333333,0.26666666666666666,9,0
10,40,120,0.525,0.475,18,0
5,22,55,0.5,0.5,0,1
8,30,34,0.5666666666666667,0.43333333333333335,5,0
1,6,29,0.3333333333333333,0.6666666666666666,0,1
3,10,111,0.3,0.7,1,0
4,14,47,0.6428571428571429,0.35714285714285715,1,0
6,23,40,0.6086956521739131,0.391304347826087,3,0
4,21,102,0.5714285714285714,0.42857142857142855,1,1
2,7,14,0.5714285714285714,0.42857142857142855,0,1
10,42,194,0.38095238095238093,0.6190476190476191,10,0
8,31,106,0.4838709677419355,0.5161290322580645,10,1
7,30,170,0.43333333333333335,0.5666666666666667,6,0
8,33,179,0.3939393939393939,0.6060606060606061,6,0
9,39,195,0.5384615384615384,0.46153846153846156,7,0
3,11,11,0.6363636363636364,0.36363636363636365,0,1
2,10,7,0.7,0.3,0,1
7,28,183,0.39285714285714285,0.6071428571428571,7,0
6,17,45,0.47058823529411764,0.5294117647058824,4,0
7,24,89,0.5,0.5,5,0
7,26,154,0.5,0.5,8,0
2,6,7,0.5,0.5,0,1
1,4,9,0.5,0.5,0,1
5,25,280,0.32,0.68,0,1
10,40,163,0.55,0.45,8,0
9,36,222,0.4444444444444444,0.5555555555555556,12,0
1,7,87,0.2857142857142857,0.7142857142857143,0,1
2,6,0,1.0,0.0,2,1
3,17,174,0.47058823529411764,0.5294117647058824,1,1
8,19,32,0.47368421052631576,0.5263157894736842,13,0
4,18,110,0.6111111111111112,0.3888888888888889,1,0
10,42,195,0.5238095238095238,0.47619047619047616,6,0
10,45,115,0.6666666666666666,0.3333333333333333,5,0
5,21,116,0.47619047619047616,0.5238095238095238,4,1
2,5,6,0.6,0.4,0,1
6,20,83,0.45,0.55,7,0
3,14,86,0.5,0.5,0,1
6,40,315,0.55,0.45,0,1
2,7,23,0.42857142857142855,0.5714285714285714,0,1
7,30,141,0.4666666666666667,0.5333333333333333,4,0
10,44,201,0.5909090909090909,0.4090909090909091,11,0
3,12,26,0.5,0.5,0,1
5,19,93,0.5789473684210527,0.42105263157894735,4,0
2,3,2,0.3333333333333333,0.6666666666666666,0,1
7,20,57,0.4,0.6,8,0
4,19,45,0.631578947368421,0.3684210526315789,1,1
3,14,112,0.5,0.5,0,1
1,5,28,0.4,0.6,0,1
2,8,12,0.5,0.5,2,1
6,25,62,0.52,0.48,3,1
4,18,54,0.4444444444444444,0.5555555555555556,0,1
1,1,1,0.0,1.0,0,1
1,4,3,0.5,0.5,0,1
5,18,57,0.3333333333333333,0.6666666666666666,3,0
8,31,119,0.5806451612903226,0.41935483870967744,5,0
2,14,20,0.8571428571428571,0.14285714285714285,0,1
6,20,55,0.5,0.5,3,0
5,29,237,0.41379310344827586,0.5862068965517241,0,1
2,11,39,0.5454545454545454,0.45454545454545453,0,1
8,28,76,0.5357142857142857,0.4642857142857143,12,1
6,21,77,0.38095238095238093,0.6190476190476191,5,1
8,37,152,0.5405405405405406,0.4594594594594595,4,0
4,18,131,0.5,0.5,2,1
7,29,222,0.3448275862068966,0.6551724137931034,9,0
4,16,84,0.5,0.5,3,0
2,4,1,0.75,0.25,0,1
4,18,76,0.3888888888888889,0.6111111111111112,1,1
6,35,226,0.5714285714285714,0.42857142857142855,0,1
1,4,9,0.5,0.5,0,1
8,36,283,0.5,0.5,10,0
5,21,177,0.42857142857142855,0.5714285714285714,2,0
3,7,13,0.2857142857142857,0.7142857142857143,0,1
7,35,255,0.42857142857142855,0.5714285714285714,2,1
2,8,29,0.375,0.625,0,1
